bank,review,clean_review,rating,date,source,sentiment,sentiment_score
BOA,Very helpfull app,Very helpfull app,5,2024-04-27,Google Play,positive,0.9989476799964905
BOA,Bad app vety bad.,Bad app vety bad.,1,2024-11-07,Google Play,negative,0.9998058676719666
BOA,Very very good app,Very very good app,5,2024-04-29,Google Play,positive,0.9998728036880493
BOA,This app is a good app,This app is a good app,5,2024-03-14,Google Play,positive,0.9998512268066406
BOA,Verry Amazing App from all IB,Verry Amazing App from all IB,5,2025-03-01,Google Play,positive,0.9997394680976868
BOA,Wow amazing app,Wow amazing app,5,2024-02-14,Google Play,positive,0.9998513460159302
BOA,The worest MB app ever!!🙄,The worest MB app ever!!,1,2024-09-02,Google Play,negative,0.9092684388160706
BOA,Very bad app,Very bad app,2,2024-05-02,Google Play,negative,0.9997768998146057
BOA,Worst banking app ever,Worst banking app ever,1,2024-05-28,Google Play,negative,0.9997898936271667
BOA,The worst app ever,The worst app ever,1,2024-08-26,Google Play,negative,0.9997934699058533
BOA,Please make it functional.,Please make it functional.,5,2024-07-03,Google Play,positive,0.9997920393943787
BOA,It is not fast,It is not fast,3,2024-07-11,Google Play,negative,0.99720698595047
BOA,I like the the bank of Abyssinia is the best first bank of Ethiopia,I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,Google Play,positive,0.999809205532074
BOA,App is any updates why?,App is any updates why?,5,2024-05-09,Google Play,negative,0.996690034866333
BOA,The new app is very good,The new app is very good,5,2024-07-13,Google Play,positive,0.9998589754104614
BOA,Nice one thanks abisiniya,Nice one thanks abisiniya,5,2024-05-03,Google Play,positive,0.9998387098312378
BOA,🤔 it stucks at 79%,it stucks at 79,1,2024-01-30,Google Play,negative,0.9985346794128418
BOA,I can't use it anymore,I cant use it anymore,3,2024-02-16,Google Play,negative,0.9981899857521057
BOA,Is ok but stop sundenly,Is ok but stop sundenly,5,2024-07-15,Google Play,positive,0.9309312105178833
BOA,uselss app dont download,uselss app dont download,1,2024-07-26,Google Play,negative,0.9977203011512756
BOA,Good app boa,Good app boa,5,2024-06-06,Google Play,positive,0.9998428821563721
BOA,The worst banking app,The worst banking app,1,2024-07-15,Google Play,negative,0.9998050332069397
BOA,Wow what amazing,Wow what amazing,5,2024-12-30,Google Play,positive,0.9998555183410645
BOA,It's a useless app,Its a useless app,1,2024-08-02,Google Play,negative,0.9997887015342712
BOA,No work app,No work app,5,2024-07-15,Google Play,negative,0.9968984127044678
BOA,wow good job BOA,wow good job BOA,5,2024-04-16,Google Play,positive,0.9998181462287903
BOA,Its not working.,Its not working.,1,2024-06-24,Google Play,negative,0.9997856020927429
BOA,Very good app,Very good app,5,2024-07-07,Google Play,positive,0.9998675584793091
BOA,I like it so much,I like it so much,5,2024-02-06,Google Play,positive,0.9998700618743896
BOA,It's nice apps,Its nice apps,1,2024-06-04,Google Play,positive,0.9998644590377808
BOA,The best app,The best app,5,2024-06-06,Google Play,positive,0.9998469352722168
BOA,This app is trash,This app is trash,1,2024-05-12,Google Play,negative,0.9997709393501282
BOA,It's good Rate app,Its good Rate app,5,2024-03-12,Google Play,positive,0.9997908473014832
BOA,Good but app lait,Good but app lait,4,2024-02-11,Google Play,positive,0.9904499650001526
BOA,Yes active user,Yes active user,5,2024-09-17,Google Play,positive,0.9983929991722107
BOA,Worse mobile banking ever 👎👎,Worse mobile banking ever,1,2024-03-29,Google Play,negative,0.9997605681419373
BOA,i like this app,i like this app,5,2024-02-29,Google Play,positive,0.9996516704559326
BOA,Worst app ever,Worst app ever,1,2024-05-16,Google Play,negative,0.9997803568840027
BOA,It good app,It good app,4,2024-02-22,Google Play,positive,0.9998632669448853
BOA,Excited by your service,Excited by your service,5,2024-06-02,Google Play,positive,0.9997963309288025
BOA,Great For Financial company,Great For Financial company,5,2024-09-30,Google Play,positive,0.9998703002929688
BOA,The Worst application ever,The Worst application ever,1,2024-05-01,Google Play,negative,0.999783456325531
BOA,Best app to me,Best app to me,5,2024-10-11,Google Play,positive,0.9978218078613281
BOA,It crushes repeatedly,It crushes repeatedly,1,2024-05-03,Google Play,negative,0.9994243383407593
BOA,it's good app,its good app,5,2024-05-04,Google Play,positive,0.9998613595962524
BOA,The best of best,The best of best,5,2025-01-09,Google Play,positive,0.9998393058776855
BOA,It's good app,Its good app,5,2024-02-20,Google Play,positive,0.9998613595962524
BOA,Worst application I ever used,Worst application I ever used,1,2024-02-23,Google Play,negative,0.9997875094413757
BOA,It's good!,Its good!,4,2024-04-09,Google Play,positive,0.9998282194137573
BOA,It is good,It is good,5,2024-05-19,Google Play,positive,0.9998494386672974
BOA,I dont recommand it to any one,I dont recommand it to any one,1,2024-08-23,Google Play,negative,0.9855505228042603
BOA,Abyssinian mobile banking the latest one,Abyssinian mobile banking the latest one,5,2024-02-22,Google Play,positive,0.8906636834144592
BOA,If it is possible I would gove0 star,If it is possible I would gove0 star,1,2024-10-08,Google Play,negative,0.9928192496299744
BOA,Bes and freindly app,Bes and freindly app,5,2024-09-13,Google Play,negative,0.9136509895324707
BOA,The worst app,The worst app,1,2024-07-28,Google Play,negative,0.9997969269752502
BOA,It's improved now,Its improved now,3,2024-05-12,Google Play,positive,0.9998030066490173
BOA,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,AGA B Girja Miss language of admin Afaan oromo other Itoophiyaa languages,1,2025-03-04,Google Play,negative,0.9964045286178589
BOA,Hey no working,Hey no working,5,2024-04-19,Google Play,negative,0.9963235855102539
BOA,The best bank!!!,The best bank!!!,5,2024-02-02,Google Play,positive,0.9998733997344971
BOA,BoA Greqt Ethiopian bank.,BoA Greqt Ethiopian bank.,5,2025-03-11,Google Play,negative,0.8457720875740051
BOA,Please Recover thank you,Please Recover thank you,5,2024-07-02,Google Play,positive,0.9997314810752869
BOA,Not that much bad,Not that much bad,3,2024-12-22,Google Play,positive,0.9988158941268921
BOA,The worst experience ever,The worst experience ever,1,2024-08-29,Google Play,negative,0.999792754650116
BOA,The forest app ever,The forest app ever,1,2024-12-19,Google Play,positive,0.9840953946113586
BOA,Lemn embi yilal??,Lemn embi yilal??,5,2024-12-30,Google Play,negative,0.9906971454620361
BOA,Like to much,Like to much,5,2025-01-11,Google Play,positive,0.9997984766960144
BOA,Thank you BoA,Thank you BoA,5,2025-02-23,Google Play,positive,0.9998399019241333
BOA,Bank of abissena,Bank of abissena,1,2024-12-17,Google Play,positive,0.9480118751525879
BOA,Doeisn't work,Doeisnt work,5,2024-04-30,Google Play,positive,0.7448567748069763
BOA,The worst app,The worst app,1,2024-06-10,Google Play,negative,0.9997969269752502
BOA,not change who I,not change who I,5,2024-02-02,Google Play,negative,0.993423581123352
BOA,The worest app ever,The worest app ever,1,2024-10-03,Google Play,positive,0.9535900950431824
BOA,Dont even try,Dont even try,1,2024-05-05,Google Play,negative,0.9920748472213745
BOA,Boa ... The best,Boa ... The best,5,2024-04-09,Google Play,positive,0.9998708963394165
BOA,Amaizing Bank in Etthiopia,Amaizing Bank in Etthiopia,5,2024-04-30,Google Play,neutral,0.5923488736152649
BOA,The best bank,The best bank,5,2024-04-29,Google Play,positive,0.9998573064804077
BOA,Welcome BoA mobile,Welcome BoA mobile,5,2024-02-21,Google Play,positive,0.999670147895813
BOA,Build a new app,Build a new app,1,2024-05-13,Google Play,positive,0.9461663961410522
BOA,Yegema app tish🪨,Yegema app tish,1,2024-09-08,Google Play,negative,0.9445070028305054
BOA,Wow! Thanks BoA,Wow! Thanks BoA,5,2024-03-22,Google Play,positive,0.9998019337654114
BOA,Nise mobile bankig,Nise mobile bankig,4,2024-10-05,Google Play,negative,0.9858755469322205
BOA,In Ethiopia pest Bank,In Ethiopia pest Bank,5,2024-04-23,Google Play,negative,0.9949629306793213
BOA,My #1 choice,My 1 choice,5,2024-05-03,Google Play,positive,0.9907506108283997
BOA,I have experiance,I have experiance,5,2024-07-19,Google Play,negative,0.8070274591445923
BOA,GOOD HARMONY BANK,GOOD HARMONY BANK,5,2024-05-10,Google Play,positive,0.9997896552085876
BOA,Thes is nise app,Thes is nise app,5,2024-02-19,Google Play,negative,0.9557303786277771
BOA,cool App Tnxes,cool App Tnxes,5,2024-05-03,Google Play,positive,0.9994244575500488
BOA,Gooood app my dear,Gooood app my dear,5,2024-08-10,Google Play,negative,0.900593101978302
BOA,betam yedadab app,betam yedadab app,1,2024-05-04,Google Play,negative,0.7780925631523132
BOA,Bast bank of ethiopia,Bast bank of ethiopia,5,2024-11-12,Google Play,positive,0.9978061318397522
BOA,Vary good app,Vary good app,5,2024-04-15,Google Play,positive,0.9998146891593933
BOA,6r---“q##👺,6rq,2,2024-04-23,Google Play,neutral,0.5394629836082458
BOA,Keep it up 1ygna bank,Keep it up 1ygna bank,5,2024-04-09,Google Play,positive,0.9989239573478699
BOA,Bank Of Abyssina,Bank Of Abyssina,5,2024-04-22,Google Play,negative,0.9958736300468445
BOA,You are beutiful,You are beutiful,5,2024-06-09,Google Play,negative,0.8399398922920227
BOA,It's the best,Its the best,5,2024-04-24,Google Play,positive,0.9998502731323242
BOA,Why u do that hh,Why u do that hh,2,2024-04-13,Google Play,negative,0.9960595369338989
BOA,Good service.,Good service.,3,2025-05-25,Google Play,positive,0.9998533725738525
BOA,Best app,Best app,5,2025-05-09,Google Play,positive,0.999686598777771
BOA,nice,nice,5,2025-05-10,Google Play,positive,0.9998552799224854
BOA,good,good,5,2025-05-22,Google Play,positive,0.9998161196708679
BOA,good,good,5,2025-05-20,Google Play,positive,0.9998161196708679
BOA,amazing,amazing,5,2025-05-18,Google Play,positive,0.999875545501709
BOA,ሞላዬ ከበደ,ሞላዬ ከበደ,5,2025-05-14,Google Play,negative,0.7850580811500549
BOA,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.","the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Google Play,positive,0.9575353264808655
BOA,it's really good 👍,its really good,5,2025-04-23,Google Play,positive,0.9998441934585571
BOA,Best,Best,2,2025-04-19,Google Play,positive,0.9997941851615906
BOA,very good,very good,5,2025-04-03,Google Play,positive,0.9998520612716675
BOA,very good,very good,5,2025-03-25,Google Play,positive,0.9998520612716675
BOA,best,best,5,2025-03-21,Google Play,positive,0.9997941851615906
BOA,good,good,5,2025-03-19,Google Play,positive,0.9998161196708679
BOA,Best,Best,5,2025-04-10,Google Play,positive,0.9997941851615906
BOA,good,good,5,2025-05-02,Google Play,positive,0.9998161196708679
